word,pinyin,meaning_en,level,category,cky_mandatory
反省,fǎn xǐng,to reflect upon oneself,L2,人生哲理,
受用,shòu yòng,to enjoy,L2,人生哲理,
困境,kùn jìng,predicament,L2,人生哲理,
承認,chéng rèn,to admit,L2,人生哲理,
把握,bǎ wò,to grasp,L2,人生哲理,
益處,yì chu,benefit,L2,人生哲理,
真實,zhēn shí,true,L2,人生哲理,
腦筋,nǎo jīn,brains,L2,人生哲理,
見識,jiàn shi,to gain first-hand knowledge of sth,L2,人生哲理,
覺悟,jué wù,to come to understand,L2,人生哲理,
角度,jiǎo dù,angle,L2,人生哲理,
解決,jiě jué,to solve,L2,人生哲理,
認定,rèn dìng,to maintain,L2,人生哲理,
面對,miàn duì,to face,L2,人生哲理,
感動,gǎn dòng,to move,L2,人生哲理,
敬佩,jìng pèi,to esteem,L2,人生哲理,
分析,fēn xī,to analyze,L2,人生哲理,
判斷,pàn duàn,to judge,L2,人生哲理,
思考,sī kǎo,to reflect on,L2,人生哲理,
深思,shēn sī,to ponder,L2,人生哲理,
證明,zhèng míng,proof,L2,人生哲理,
發人深省,fā rén shēn xǐng,to provide food for thought,L2,人生哲理,
決心,jué xīn,determination,L2,人生哲理,
嶙峋,lín xún,bony,L2,地點景物,
浩瀚,hào hàn,vast,L2,地點景物,
清澈,qīng chè,clear,L2,地點景物,
連綿,lián mián,continuous,L2,地點景物,
迷濛,mí méng,misty,L2,地點景物,
生機勃勃,shēng jī bó bó,full of vitality,L2,地點景物,
茂密,mào mì,dense,L2,地點景物,
壯美,zhuàng měi,magnificent,L2,地點景物,
壯麗,zhuàng lì,magnificence,L2,地點景物,
莊嚴,zhuāng yán,solemn,L2,地點景物,
險要,xiǎn yào,strategically situated and easy to defend,L2,地點景物,
雄偉,xióng wěi,grand,L2,地點景物,
明媚,míng mèi,bright and beautiful,L2,地點景物,
高聳,gāo sǒng,erect,L2,地點景物,
偉大,wěi dà,huge,L2,地點景物,
優美,yōu měi,graceful,L2,地點景物,
典雅,diǎn yǎ,refined,L2,地點景物,
動人,dòng rén,touching,L2,地點景物,
奇趣,qí qù,quaint charm,L2,地點景物,
幽雅,yōu yǎ,serene and elegant,L2,地點景物,
廣闊,guǎng kuò,wide,L2,地點景物,
恬靜,tián jìng,still,L2,地點景物,
清新,qīng xīn,fresh and clean,L2,地點景物,
美好,měi hǎo,beautiful,L2,地點景物,
聞名,wén míng,well-known,L2,地點景物,
遼闊,liáo kuò,vast,L2,地點景物,
青山綠水,qīng shān lǜ shuǐ,lit. green hills and clear waters,L2,地點景物,
鮮麗,xiān lì,fresh korea,L2,地點景物,
燦爛,càn làn,to glitter,L2,地點景物,
迷人,mí rén,fascinating,L2,地點景物,
美不勝收,měi bù shèng shōu,nothing more beautiful can be imagined,L2,地點景物,
欣欣向榮,xīn xīn xiàng róng,flourishing,L2,地點景物,
公園,gōng yuán,park,L2,地點景物,
迂迴,yū huí,roundabout route,L2,地點景物,
轟隆隆,hōng lóng lóng,explosion rumble,L2,四季,
春雷,chūn léi,old thunder,L2,四季,
暴雨,bào yǔ,torrential rain,L2,四季,
結霜,jié shuāng,to frost up,L2,四季,
閃電,shǎn diàn,lightning,L2,四季,
原野,yuán yě,plain,L2,四季,
寒風,hán fēng,cold wind,L2,四季,
小鳥,xiǎo niǎo,small bird,L2,四季,
悶熱,mēn rè,sultry,L2,四季,
新芽,xīn yá,new shoot,L2,四季,
春雨,chūn yǔ,spring rain,L2,四季,
春霧,chūn wù,old fog,L2,四季,
春風,chūn fēng,old wind,L2,四季,
松柏,sōng bǎi,pine and cypress,L2,四季,
枝頭,zhī tóu,branch head,L2,四季,
枯枝,kū zhī,withered branch,L2,四季,
枯葉,kū yè,dead leaf,L2,四季,
梅花,méi huā,plum blossom,L2,四季,
楊柳,yáng liǔ,willow tree,L2,四季,
樹蔭,shù yīn,shade of a tree,L2,四季,
涼爽,liáng shuǎng,cool and refreshing,L2,四季,
炎熱,yán rè,blistering hot,L2,四季,
猛烈,měng liè,fierce,L2,四季,
白雪,bái xuě,snow,L2,四季,
白雲,bái yún,white cloud,L2,四季,
秋蟬,qiū chán,autumn cicada,L2,四季,
秋雨,qiū yǔ,autumn rain,L2,四季,
紅葉,hóng yè,red autumnal leaves,L2,四季,
花蕾,huā lěi,bud,L2,四季,
荷花,hé huā,lotus,L2,四季,
菊花,jú huā,chrysanthemum,L2,四季,
落葉,luò yè,dead leaves,L2,四季,
藍天,lán tiān,blue sky,L2,四季,
酷熱,kù rè,torrid heat,L2,四季,
金蟬,Jīn chán,golden Cicada,L2,四季,
雁兒,yàn ér,wild goose child,L2,四季,
雪花,xuě huā,snowflake,L2,四季,
露珠,lù zhū,dewdrop,L2,四季,
鮮花,xiān huā,flower,L2,四季,
黃葉,huáng yè,yellow leaf,L2,四季,
綠草,lǜ cǎo,green grass,L2,四季,
北風,běi fēng,north wind,L2,四季,
狂風,kuáng fēng,gale,L2,四季,
秋風,qiū fēng,autumn wind,L2,四季,
紅日,hóng rì,sun,L2,四季,
豔陽,yàn yáng,positive,L2,四季,
涼快,liáng kuai,nice and cold,L2,四季,
濕潤,shī rùn,moist,L2,四季,
茂盛,mào shèng,lush,L2,四季,
瘦小,shòu xiǎo,slightly-built,L2,物品,
粗大,cū dà,thick,L2,物品,
普通,pǔ tōng,common,L2,物品,
新型,xīn xíng,new type,L2,物品,
深刻,shēn kè,profound,L2,物品,
耀眼,yào yǎn,to dazzle,L2,物品,
厚,hòu,thick,L2,物品,
吸引,xī yǐn,to attract,L2,物品,
堅硬,jiān yìng,hard,L2,物品,
大小不同,dà xiǎo bù tóng,large and small different,L2,物品,
寬,kuān,wide,L2,物品,
巨大,jù dà,huge,L2,物品,
龐大,páng dà,huge,L2,物品,
彎,wān,to bend,L2,物品,
惹笑,rě xiào,provoke old,L2,物品,
清脆,qīng cuì,sharp and clear,L2,物品,
直,zhí,straight,L2,物品,
省錢,shěng qián,to save money,L2,物品,
精簡,jīng jiǎn,to simplify,L2,物品,
精緻,jīng zhì,delicate,L2,物品,
罕見,hǎn jiàn,rare,L2,物品,
美觀,měi guān,pleasing to the eye,L2,物品,
薄,báo,thin,L2,物品,
詳盡,xiáng jìn,thorough and detailed,L2,物品,
逼真,bī zhēn,lifelike,L2,物品,
飽滿,bǎo mǎn,full,L2,物品,
輕巧,qīng qiǎo,dexterous,L2,物品,
準確,zhǔn què,accurate,L2,物品,
特殊,tè shū,special,L2,物品,
精密,jīng mì,accuracy,L2,物品,
珍貴,zhēn guì,precious,L2,物品,
簡單,jiǎn dān,simple,L2,物品,
扁平,biǎn píng,flat,L2,物品,
古老,gǔ lǎo,ancient,L2,物品,
削,xiāo,to peel with a knife,L2,物品,
垂,chuí,to hang,L2,物品,
懷舊,huái jiù,to feel nostalgic,L2,物品,
相同,xiāng tóng,identical,L2,物品,
重量,zhòng liàng,weight,L2,物品,
嫩綠,nèn lǜ,tender green,L2,動物,
鮮紅,xiān hóng,scarlet,L2,動物,
透明,tòu míng,transparent,L2,動物,
黑漆漆,hēi qī qī,black paint,L2,動物,
火紅,huǒ hóng,fiery,L2,動物,
翠綠,cuì lǜ,greenish-blue,L2,動物,
金黃,jīn huáng,golden yellow,L2,動物,
黃澄澄,huáng dēng dēng,glistening yellow,L2,動物,
吱吱,zhī zhī,creaking or groaning,L2,動物,
呱呱,gū gū,the crying of a baby,L2,動物,
咕嚕,gū lu,to rumble,L2,動物,
咩咩,miē miē,the bleating of sheep,L2,動物,
咪咪,mī mī,oboe-like musical instrument used in folk music of Gansu,L2,動物,
嗡嗡,wēng wēng,buzz,L2,動物,
嚇人,xià rén,to scare,L2,動物,
尖利,jiān lì,sharp,L2,動物,
撲通,pū tōng,sound of object falling into water,L2,動物,
汪汪,wāng wāng,gleaming with tears,L2,動物,
灰蒙蒙,huī mēng mēng,dusky,L2,動物,
紅褐色,gōng hè sè,red brown,L2,動物,
聲音,shēng yīn,voice,L2,動物,
鮮明,xiān míng,bright,L2,動物,
鳴叫,míng jiào,to emit a sound,L2,動物,
苗條,miáo tiao,slim,L2,動物,
粗壯,cū zhuàng,thick and solid,L2,動物,
細小,xì xiǎo,tiny,L2,動物,
五顏六色,wǔ yán liù sè,multicolored,L2,動物,
咚,dōng,boom,L2,動物,
多姿多彩,duō zī duō cǎi,diversity,L2,動物,
斑紋,bān wén,stripe,L2,動物,
棕黑色,zōng hēi sè,palm black,L2,動物,
漲,zhǎng,to rise,L2,動物,
砰,pēng,bang,L2,動物,
細巧,xì qiǎo,thin or slender opportunely,L2,動物,
好動,hào dòng,active,L1,性格,
頑皮,wán pí,naughty,L1,性格,
善解人意,shàn jiě rén yì,to be good at understanding others,L1,性格,
膽小,dǎn xiǎo,cowardice,L1,性格,
開朗,kāi lǎng,spacious and well-lit,L1,性格,
樂於助人,lè yú zhù rén,willing to help others,L1,性格,
貪心,tān xīn,greedy,L1,性格,
溫柔,wēn róu,gentle and soft,L1,性格,
活潑,huó po,lively,L1,性格,
專注,zhuān zhù,to focus,L1,性格,
堅強,jiān qiáng,staunch,L1,性格,
聰明,cōng ming,intelligent,L1,性格,
任性,rèn xìng,willful,L1,性格,
勤奮,qín fèn,hardworking,L1,性格,
懶惰,lǎn duò,idle,L1,性格,
衝動,chōng dòng,to have an urge,L1,性格,
體貼,tǐ tiē,considerate,L1,性格,
熱情,rè qíng,cordial,L1,性格,
不拘小節,bù jū xiǎo jié,to not bother about trifles,L1,性格,
乖,guāi,obedient,L1,性格,
仔細,zǐ xì,careful,L1,性格,
冷漠,lěng mò,cold and detached towards sb,L1,性格,
勤學,qín xué,diligent learn,L1,性格,
固執,gù zhí,obstinate,L1,性格,
好吃懶做,hào chī lǎn zuò,happy to partake but not prepared to do any work,L1,性格,
好心,hǎo xīn,kindness,L1,性格,
小心謹慎,xiǎo xīn jǐn shèn,cautious and timid,L1,性格,
悲觀,bēi guān,pessimistic,L1,性格,
成熟,chéng shú,mature,L1,性格,
樂觀,lè guān,optimistic,L1,性格,
機警,jī jǐng,perceptive,L1,性格,
煩躁,fán zào,jittery,L1,性格,
脾氣暴躁,pí qi bào zào,character irascible,L1,性格,
驕傲,jiāo ào,pride,L1,性格,
旅行,lǚ xíng,to travel,L1,活動事件,
登高,dēng gāo,scale high,L1,活動事件,
上茶樓,shǎng chá lóu,up teahouse,L1,活動事件,
上館子,shàng guǎn zi,to eat out,L1,活動事件,
乘船,chéng chuán,to embark,L1,活動事件,
乘車,chéng chē,to ride,L1,活動事件,
乘飛機,chéng fēi jī,take airplane,L1,活動事件,
付款,fù kuǎn,to pay a sum of money,L1,活動事件,
做早操,zuò zǎo cāo,make morning exercises,L1,活動事件,
找贖,zhǎo shú,to give change,L1,活動事件,
放風箏,fàng fēng zheng,put kite,L1,活動事件,
旅遊,lǚ yóu,trip,L1,活動事件,
爬山,pá shān,to climb a mountain,L1,活動事件,
玩耍,wán shuǎ,to play,L1,活動事件,
看展覽,kàn zhǎn lǎn,watch put on display,L1,活動事件,
看表演,kàn biǎo yǎn,watch play,L1,活動事件,
看電影,kàn diàn yǐng,watch movie,L1,活動事件,
結賬,jié zhàng,to pay the bill,L1,活動事件,
買菜,mǎi cài,buy vegetable,L1,活動事件,
購物,gòu wù,shopping,L1,活動事件,
逛街,guàng jiē,to take a walk,L1,活動事件,
遠足,yuǎn zú,excursion,L1,活動事件,
野餐,yě cān,picnic,L1,活動事件,
騎自行車,jì zì xíng chē,ride bicycle,L1,活動事件,
騎馬,qí mǎ,to ride a horse,L1,活動事件,
點菜,diǎn cài,to order dishes,L1,活動事件,
森林,sēn lín,forest,L1,地點景物,
沙灘,shā tān,beach,L1,地點景物,
健身徑,jiàn shēn jìng,exercise footpath,L1,地點景物,
健身房,jiàn shēn fáng,gym,L1,地點景物,
商業大廈,shāng yè dà shà,business,L1,地點景物,
家樂徑,jiā lào jìng,home used in place names footpath,L1,地點景物,
工廠,gōng chǎng,factory,L1,地點景物,
消防局,xiāo fáng jú,fire department,L1,地點景物,
球場,qiú chǎng,stadium,L1,地點景物,
自然教育徑,zì rán jiào yù jìng,nature educate footpath,L1,地點景物,
觀景台,guān jǐng tái,lookout,L1,地點景物,
診所,zhěn suǒ,clinic,L1,地點景物,
警署,jǐng shǔ,police station,L1,地點景物,
購物中心,gòu wù zhōng xīn,shopping center,L1,地點景物,
遊客中心,yóu kè zhōng xīn,traveler center,L1,地點景物,
遊樂場,yóu lè chǎng,playground,L1,地點景物,
郊野,jiāo yě,open area outside the city,L1,地點景物,
郵局,yóu jú,post office,L1,地點景物,
酒店,jiǔ diàn,wine shop,L1,地點景物,
醫院,yī yuàn,hospital,L1,地點景物,
電影院,diàn yǐng yuàn,cinema,L1,地點景物,
餐廳,cān tīng,dining hall,L1,地點景物,
司機,sī jī,chauffeur,L1,人物,
售貨員,shòu huò yuán,salesperson,L1,人物,
朋友,péng you,friend,L1,人物,
服務員,fú wù yuán,waiter,L1,人物,
乘客,chéng kè,passenger,L1,人物,
伯母,bó mǔ,wife of father's elder brother,L1,人物,
伯父,bó fù,father's elder brother,L1,人物,
叔叔,shū shu,father's younger brother,L1,人物,
外甥,wài shēng,sister's son,L1,人物,
外甥女,wài sheng nǚ,sister's daughter,L1,人物,
姑丈,gū zhàng,husband of paternal aunt,L1,人物,
姑姑,gū gu,paternal aunt,L1,人物,
姑母,gū mǔ,father's sister,L1,人物,
姨丈,yí zhàng,mother's sister's husband,L1,人物,
姨母,yí mǔ,mother's sister,L1,人物,
姪女,zhí nǚ,brother's daughter,L1,人物,
姪子,zhí zi,brother's son,L1,人物,
嬸嬸,shěn shen,wife of father's younger brother,L1,人物,
客人,kè rén,visitor,L1,人物,
新娘,xīn niáng,bride,L1,人物,
新郎,xīn láng,bridegroom,L1,人物,
旅客,lǚ kè,traveler,L1,人物,
老闆,lǎo bǎn,robam,L1,人物,
舅媽,jiù mā,aunt,L1,人物,
舅舅,jiù jiu,mother's brother,L1,人物,
途人,tú rén,passer-by,L1,人物,
遊客,yóu kè,traveler,L1,人物,
阿姨,ā yí,maternal aunt,L1,人物,
顧客,gù kè,customer,L1,人物,
上午,shàng wǔ,morning,L1,時間,
下午,xià wǔ,afternoon,L1,時間,
中午,zhōng wǔ,noon,L1,時間,
傍晚,bàng wǎn,in the evening,L1,時間,
凌晨,líng chén,very early in the morning,L1,時間,
午夜,wǔ yè,midnight,L1,時間,
日出,rì chū,sunrise,L1,時間,
日落,rì luò,sundown,L1,時間,
早上,zǎo shang,early morning,L1,時間,
正午,zhèng wǔ,midday,L1,時間,
深夜,shēn yè,very late at night,L1,時間,
清晨,qīng chén,early morning,L1,時間,
白天,bái tiān,daytime,L1,時間,
黃昏,huáng hūn,dusk,L1,時間,
划槳,huá jiǎng,to paddle,L1,節日,
吃重陽糕,chī Chóng yáng gāo,eat double Ninth or Yang Festival cake,L1,節日,
喝菊花酒,hē jú huā jiǔ,drink chrysanthemum drinking party with female entertainers,L1,節日,
屈原,Qū Yuán,Qu Yuan,L1,節日,
拜祭祖先,bài jì zǔ xiān,pay respects ancestors,L1,節日,
擊鼓,jī gǔ,hit old,L1,節日,
汨羅江,Mì luó jiāng,miluo river in Jiangxi and Hunan provinces,L1,節日,
登高節,dēng gāo jiē,scale high joint,L1,節日,
端陽節,duān yáng jié,Dragon Boat Festival,L1,節日,
粽子,zòng zi,glutinous rice and choice of filling wrapped in leaves and steamed or boiled,L1,節日,
船槳,chuán jiǎng,oar,L1,節日,
菊花節,jú huā jiē,chrysanthemum joint,L1,節日,
賞菊花,shǎng jú huā,admire chrysanthemum,L1,節日,
重九節,chóng jiǔ jiē,the Double Ninth Festival joint,L1,節日,
重五節,chóng wǔ jiē,dragon Boat Festival joint,L1,節日,
雄黃酒,xióng huáng jiǔ,realgar wine,L1,節日,
龍舟,lóng zhōu,dragon boat,L1,節日,
龍舟比賽,lóng zhōu bǐ sài,dragon boat competition,L1,節日,
一團和氣,yī tuán hé qì,to keep on the right side of everyone,L1,節日,
一本萬利,yī běn wàn lì,small capital,L1,節日,
五福臨門,wǔ fú lín mén,lit. five blessings descend upon this home,L1,節日,
四季桔,sì jì jié,platycodon grandiflorus,L1,節日,
壓歲錢,yā suì qián,money given to children as a gift on Chinese New Year's Eve,L1,節日,
大吉大利,dà jí dà lì,great luck,L1,節日,
如意吉祥,rú yì jí xiáng,as one wants lucky,L1,節日,
學業進步,xué yè jìn bù,studies progress,L1,節日,
年糕,nián gāo,nian gao,L1,節日,
心想事成,xīn xiǎng shì chéng,to have one's wishes come true,L1,節日,
恭喜發財,gōng xǐ fā cái,may you have a prosperous New Year!,L1,節日,
新年快樂,xīn nián kuài lè,happy New Year!,L1,節日,
新春大吉,xīn chūn dà jí,the beginning of Spring very auspicious,L1,節日,
春聯,chūn lián,spring Festival couplet,L1,節日,
桃花,táo huā,peach blossom,L1,節日,
步步高升,bù bù gāo shēng,to climb step by step,L1,節日,
水仙,shuǐ xiān,narcissus,L1,節日,
湯圓,tāng yuán,boiled or deep-fried balls of glutinous rice flour,L1,節日,
煎堆,jiān duī,pan fry pile up,L1,節日,
瓜子,guā zǐ,melon seed,L1,節日,
生意興隆,shēng yì xīng lóng,thriving and prosperous business or trade,L1,節日,
祝賀語,zhù hè yǔ,congratulate dialect,L1,節日,
萬事如意,wàn shì rú yì,to have all one's wishes,L1,節日,
笑口常開,xiào kǒu cháng kāi,old mouth always open,L1,節日,
紅包,hóng bāo,money wrapped in red as a gift,L1,節日,
老少平安,lǎo shào píng ān,the old and the young safe and sound,L1,節日,
花車,huā chē,car festooned for celebration,L1,節日,
蘿蔔糕,luó bo gāo,radish cake,L1,節日,
財源廣進,cái yuán guǎng jìn,financial resources wide go forward,L1,節日,
身體健康,shēn tǐ jiàn kāng,the body health,L1,節日,
風車,fēng chē,pinwheel,L1,節日,
龍馬精神,lóng mǎ jīng shén,old but still full of vitality,L1,節日,
互相祝福,hù xiāng zhù fú,each other blessings,L1,節日,
到外地旅遊,dào wài dì lǚ yóu,reach parts of the country other than where one is trip,L1,節日,
吃年夜飯,chī nián yè fàn,eat new Year's Eve family dinner,L1,節日,
吃年糕,chī nián gāo,eat nian gao,L1,節日,
回鄉探親,huí xiāng tàn qīn,circle country or countryside go home visit one's family,L1,節日,
大掃除,dà sǎo chú,big clean,L1,節日,
拜年,bài nián,to pay a New Year call,L1,節日,
放爆竹,fàng bào zhú,to set off firecrackers,L1,節日,
看煙火,kàn yān huǒ,watch smoke and fire,L1,節日,
看舞獅,kàn wǔ shī,watch lion dance,L1,節日,
看花車匯演,kàn huā chē huì yǎn,look after car festooned for celebration joint performance,L1,節日,
穿新衣,chuān xīn yī,wear new clothes,L1,節日,
討紅包,tǎo hóng bāo,invite money wrapped in red as a gift,L1,節日,
買年花,mǎi nián huā,buy year flower,L1,節日,
貼春聯,tiē chūn lián,put up spring Festival couplet,L1,節日,
逛年宵市場,guàng nián xiāo shì chǎng,stroll year night marketplace,L1,節日,
平坦,píng tǎn,level,L1,物品,
時尚,shí shàng,fashion,L1,物品,
變化多端,biàn huà duō duān,changeable,L1,物品,
漆黑,qī hēi,pitch-black,L1,物品,
閃閃發光,shǎn shǎn fā guāng,flickering emit light,L1,物品,
光滑,guāng huá,glossy,L1,物品,
耐用,nài yòng,durable,L1,物品,
大,dà,big,L1,物品,
彎彎,Wān wān,wan Wan,L1,物品,
先進,xiān jìn,sophisticated,L1,物品,
沉甸甸,chén diàn diàn,heavy,L1,物品,
閃,shǎn,to dodge,L1,物品,
柔軟,róu ruǎn,soft,L1,物品,
胖乎乎,pàng hū hū,chubby,L1,物品,
尖,jiān,pointed,L1,物品,
有趣,yǒu qù,interesting,L1,物品,
益智,yì zhì,to grow the intellect,L1,物品,
神奇,shén qí,magical,L1,物品,
窄,zhǎi,narrow,L1,物品,
金閃閃,jīn shǎn shǎn,jurchen Jin dynasty flickering,L1,物品,
明亮,míng liàng,bright,L1,物品,
自動,zì dòng,automatic,L1,物品,
五彩繽紛,wǔ cǎi bīn fēn,all the colors in profusion,L1,物品,
亮晶晶,liàng jīng jīng,gleaming,L1,物品,
鮮豔,xiān yàn,fresh,L1,物品,
毛茸茸,máo róng róng,hairy,L1,物品,
乾乾淨淨,qián gān jìng jìng,old clean,L1,物品,
光亮亮,guāng liàng liàng,bright,L1,物品,
圓,yuán,circle,L1,物品,
圓乎乎,yuán hū hū,circle in,L1,物品,
多用途,duō yòng tú,multipurpose,L1,物品,
小,xiǎo,small,L1,物品,
幼,yòu,young,L1,物品,
彎彎曲曲,wān wān qū qū,curved,L1,物品,
新奇,xīn qí,novel,L1,物品,
短,duǎn,short,L1,物品,
粗,cū,wide,L1,物品,
色彩,sè cǎi,tint,L1,物品,
豐富,fēng fù,to enrich,L1,物品,
輕便,qīng biàn,lightweight and portable,L1,物品,
長,cháng,length,L1,物品,
電動,diàn dòng,electric-powered,L1,物品,
作業本,zuò yè běn,school assignment root,L1,物品,
剪刀,jiǎn dāo,scissors,L1,物品,
口袋,kǒu dài,pocket,L1,物品,
圓珠筆,yuán zhū bǐ,ballpoint pen,L1,物品,
外套,wài tào,coat,L1,物品,
字典,zì diǎn,chinese character dictionary,L1,物品,
尺子,chǐ zi,ruler,L1,物品,
帽子,mào zi,hat,L1,物品,
手冊,shǒu cè,manual,L1,物品,
手套,shǒu tào,glove,L1,物品,
文具盒,wén jù hé,stationery small box,L1,物品,
書包,shū bāo,schoolbag,L1,物品,
橡皮,xiàng pí,rubber,L1,物品,
毛衣,máo yī,sweater,L1,物品,
球鞋,qiú xié,athletic shoes,L1,物品,
畫筆,huà bǐ,painting brush,L1,物品,
皮鞋,pí xié,leather shoes,L1,物品,
筆記本,bǐ jì běn,notebook,L1,物品,
紙,zhǐ,paper (,L1,物品,
裙子,qún zi,skirt,L1,物品,
褲子,kù zi,trousers,L1,物品,
襪子,wà zi,socks,L1,物品,
課本,kè běn,textbook,L1,物品,
連衣裙,lián yī qún,woman's dress,L1,物品,
運動鞋,yùn dòng xié,sports shoes,L1,物品,
雨衣,yǔ yī,raincoat,L1,物品,
顏色筆,yán sè bǐ,color pen,L1,物品,
機器人,jī qì rén,robot,L1,物品,
七巧板,qī qiǎo bǎn,tangram,L1,物品,
布娃娃,bù wá wa,rag doll,L1,物品,
拼圖,pīn tú,jigsaw puzzle,L1,物品,
搖控車,yáo kòng chē,shake control car,L1,物品,
棋盤遊戲,qí pán yóu xì,chessboard game,L1,物品,
模型飛機,mó xíng fēi jī,model airplane,L1,物品,
氣球,qì qiú,balloon,L1,物品,
泰迪熊,tài dí xióng,teddy bear,L1,物品,
洋娃娃,yáng wá wa,doll,L1,物品,
玩具槍,wán jù qiāng,toy gun,L1,物品,
玩具熊,wán jù xióng,plaything bear,L1,物品,
皮球,pí qiú,ball,L1,物品,
積木,jī mù,toy building blocks,L1,物品,
紙牌遊戲,zhǐ pái yóu xì,playing card game,L1,物品,
繩子,shéng zi,cord,L1,物品,
跳棋,tiào qí,chinese checkers,L1,物品,
遊戲卡,yóu xì kǎ,game stop,L1,物品,
遊戲機,yóu xì jī,video game machine,L1,物品,
音樂盒,yīn yuè hé,music small box,L1,物品,
風箏,fēng zheng,kite,L1,物品,
可口,kě kǒu,tasty,L1,食物,
油乎乎,yóu hū hū,greasy,L1,食物,
淡而無味,dàn ér wú wèi,insipid and flavorless,L1,食物,
濃郁,nóng yù,rich,L1,食物,
爽口,shuǎng kǒu,fresh and tasty,L1,食物,
爽滑,shuǎng huá,bright slip,L1,食物,
甜,tián,sweet,L1,食物,
美味,měi wèi,delicious,L1,食物,
苦,kǔ,bitter,L1,食物,
辣,là,old,L1,食物,
酸,suān,sour,L1,食物,
酸溜溜,suān liū liū,sour,L1,食物,
香脆,xiāng cuì,fragrant old,L1,食物,
鹹,xián,salted,L1,食物,
麻辣,má là,hot and numbing,L1,食物,
黏黏,nián nián,sticky,L1,食物,
滑溜溜,huá liū liū,smooth,L1,食物,
軟綿綿,ruǎn mián mián,soft,L1,食物,
硬,yìng,hard,L1,食物,
軟,ruǎn,soft,L1,食物,
新鮮,xīn xiān,fresh,L1,食物,
香,xiāng,fragrant,L1,食物,
香甜,xiāng tián,fragrant and sweet,L1,食物,
荔枝,lì zhī,litchi or lychee fruit,L1,食物,
糖果,táng guǒ,candy,L1,食物,
南瓜,nán guā,pumpkin,L1,食物,
哈密瓜,hā mì guā,hami melon,L1,食物,
土豆,tǔ dòu,potato (,L1,食物,
大白菜,dà bái cài,bok choy,L1,食物,
巧克力,qiǎo kè lì,chocolate,L1,食物,
柚子,yòu zi,pomelo,L1,食物,
梨子,lí zi,pear,L1,食物,
椰菜花,yē cài huā,cauliflower,L1,食物,
楊桃,yáng táo,carambola,L1,食物,
橙子,chéng zi,orange,L1,食物,
櫻桃,yīng táo,cherry,L1,食物,
汽水,qì shuǐ,soda pop,L1,食物,
生菜,shēng cài,lettuce,L1,食物,
番茄,fān qié,tomato,L1,食物,
茄子,qié zi,eggplant,L1,食物,
草莓,cǎo méi,strawberry,L1,食物,
菠菜,bō cài,spinach (,L1,食物,
葡萄,pú tao,grape,L1,食物,
蕃薯,bō shǔ,foreign potato,L1,食物,
蘿蔔,luó bo,radish,L1,食物,
蛋糕,dàn gāo,cake,L1,食物,
蜜瓜,mì guā,honey melon,L1,食物,
西瓜,xī guā,watermelon,L1,食物,
西紅柿,xī hóng shì,tomato,L1,食物,
西蘭花,xī lán huā,broccoli,L1,食物,
雞腿,jī tuǐ,chicken leg,L1,食物,
餅乾,bǐng gān,biscuit,L1,食物,
馬鈴薯,mǎ líng shǔ,potato,L1,食物,
鳳梨,fèng lí,pineapple,L1,食物,
黃瓜,huáng guā,cucumber,L1,食物,
龍眼,lóng yǎn,longan fruit,L1,食物,
期待,qī dài,to look forward to,L1,心理,
盼望,pàn wàng,to hope for,L1,心理,
讚賞,zàn shǎng,to admire,L1,心理,
恭敬,gōng jìng,deferential,L1,心理,
激動,jī dòng,to move emotionally,L1,心理,
焦急,jiāo jí,anxiety,L1,心理,
驚奇,jīng qí,to be amazed,L1,心理,
慌張,huāng zhāng,flustered,L1,心理,
不慌不忙,bù huāng bù máng,calm and unhurried,L1,心理,
慌忙,huāng máng,in a great rush,L1,心理,
歡歡喜喜,huān huān xǐ xǐ,happily,L1,心理,
憤怒,fèn nù,angry,L1,心理,
快樂,kuài lè,happy,L1,心理,
開心,kāi xīn,to feel happy,L1,心理,
高興,gāo xìng,happy,L1,心理,
失望,shī wàng,disappointed,L1,心理,
驚慌,jīng huāng,to panic,L1,心理,
舒暢,shū chàng,happy,L1,心理,
神氣,shén qì,expression,L1,心理,
生氣,shēng qì,to get angry,L1,心理,
輕鬆,qīng sōng,light,L1,心理,
不安,bù ān,unpeaceful,L1,心理,
傲慢無禮,ào màn - wú lǐ,arrogant,L1,心理,
吞吞吐吐,tūn tūn tǔ tǔ,to hum and haw,L1,心理,
寫意,xiě yì,to suggest,L1,心理,
平和,píng hé,gentle,L1,心理,
心滿意足,xīn mǎn yì zú,perfectly contented,L1,心理,
滿意,mǎn yì,satisfied,L1,心理,
滿面笑容,mǎn miàn xiào róng,across one's whole face smile,L1,心理,
神神秘秘,shén shén mì mì,god mysterious secret,L1,心理,
鄭重,zhèng zhòng,serious,L1,心理,
難受,nán shòu,to feel unwell,L1,心理,
難為情,nán wéi qíng,embarrassed,L1,心理,
